Edge Weight,Source,Target
,industrial_capital_investment,fraction_of_industrial_output_allocated_to_consumption
,industrial_capital_investment,persistent_pollution_technology_change_multiplier
,industrial_capital_investment,persistent_pollution_technology_change_rate
,industrial_capital_investment,resource_technology_change_rate_multiplier
,industrial_capital_investment,persistent_pollution_generation_factor_2
,industrial_capital_investment,persistent_pollution_generation_factor
,industrial_capital_investment,land_yield_multiplier_from_technology
,industrial_capital_investment,average_life_of_industrial_capital
,industrial_capital_investment,land_yield_technology_change_rate
,industrial_capital_investment,industrial_capital_output_ratio_2
,industrial_capital_investment,average_life_agricultural_inputs
,industrial_capital_investment,industrial_capital_output_ratio
,industrial_capital_investment,average_life_of_service_capital
,industrial_capital_investment,resource_technology_change_rate
,industrial_capital_investment,service_capital_output_ratio
,industrial_capital_investment,resource_use_fact_2
,industrial_capital_investment,resource_use_factor
,industrial_capital_investment,jobs_per_hectare
,industrial_capital_investment,inflation
,capacity_utilization_fraction,industrial_capital_output_ratio_mult_from_res_conserv_tech
,capacity_utilization_fraction,industrial_capital_output_ratio_mult_from_land_yield_tech
,capacity_utilization_fraction,industrial_capital_output_ratio_mult_from_pollution_tech
,capacity_utilization_fraction,fraction_of_industrial_output_alloc_to_consumption_const
,capacity_utilization_fraction,fraction_of_industrial_output_allocated_to_consumption
,capacity_utilization_fraction,persistent_pollution_technology_change_multiplier
,capacity_utilization_fraction,persistent_pollution_technology_change_rate
,capacity_utilization_fraction,resource_technology_change_rate_multiplier
,capacity_utilization_fraction,persistent_pollution_generation_factor_2
,capacity_utilization_fraction,persistent_pollution_generation_factor
,capacity_utilization_fraction,land_yield_multiplier_from_technology
,capacity_utilization_fraction,average_life_of_industrial_capital
,capacity_utilization_fraction,land_yield_technology_change_rate
,capacity_utilization_fraction,industrial_capital_output_ratio_2
,capacity_utilization_fraction,average_life_agricultural_inputs
,capacity_utilization_fraction,industrial_capital_output_ratio
,capacity_utilization_fraction,average_life_of_service_capital
,capacity_utilization_fraction,resource_technology_change_rate
,capacity_utilization_fraction,service_capital_output_ratio
,capacity_utilization_fraction,resource_use_fact_2
,capacity_utilization_fraction,resource_use_factor
,capacity_utilization_fraction,jobs_per_hectare
,capacity_utilization_fraction,inflation
,jobs_per_service_capital_unit,industrial_capital_output_ratio_mult_from_res_conserv_tech
,jobs_per_service_capital_unit,industrial_capital_output_ratio_mult_from_land_yield_tech
,jobs_per_service_capital_unit,industrial_capital_output_ratio_mult_from_pollution_tech
,jobs_per_service_capital_unit,fraction_of_industrial_output_alloc_to_consumption_const
,jobs_per_service_capital_unit,fraction_of_industrial_output_allocated_to_consumption
,jobs_per_service_capital_unit,persistent_pollution_technology_change_multiplier
,jobs_per_service_capital_unit,persistent_pollution_technology_change_rate
,jobs_per_service_capital_unit,resource_technology_change_rate_multiplier
,jobs_per_service_capital_unit,persistent_pollution_generation_factor_2
,jobs_per_service_capital_unit,persistent_pollution_generation_factor
,jobs_per_service_capital_unit,land_yield_multiplier_from_technology
,jobs_per_service_capital_unit,average_life_of_industrial_capital
,jobs_per_service_capital_unit,land_yield_technology_change_rate
,jobs_per_service_capital_unit,industrial_capital_output_ratio_2
,jobs_per_service_capital_unit,average_life_agricultural_inputs
,jobs_per_service_capital_unit,industrial_capital_output_ratio
,jobs_per_service_capital_unit,average_life_of_service_capital
,jobs_per_service_capital_unit,resource_technology_change_rate
,jobs_per_service_capital_unit,service_capital_output_ratio
,jobs_per_service_capital_unit,resource_use_fact_2
,jobs_per_service_capital_unit,resource_use_factor
,jobs_per_service_capital_unit,jobs_per_hectare
,jobs_per_service_capital_unit,inflation
,potential_jobs_service_sector,industrial_capital_output_ratio_mult_from_res_conserv_tech
,potential_jobs_service_sector,industrial_capital_output_ratio_mult_from_land_yield_tech
,potential_jobs_service_sector,industrial_capital_output_ratio_mult_from_pollution_tech
,potential_jobs_service_sector,fraction_of_industrial_output_alloc_to_consumption_const
,potential_jobs_service_sector,fraction_of_industrial_output_allocated_to_consumption
,potential_jobs_service_sector,persistent_pollution_technology_change_multiplier
,potential_jobs_service_sector,persistent_pollution_technology_change_rate
,potential_jobs_service_sector,resource_technology_change_rate_multiplier
,potential_jobs_service_sector,persistent_pollution_generation_factor_2
,potential_jobs_service_sector,persistent_pollution_generation_factor
,potential_jobs_service_sector,land_yield_multiplier_from_technology
,potential_jobs_service_sector,average_life_of_industrial_capital
,potential_jobs_service_sector,land_yield_technology_change_rate
,potential_jobs_service_sector,industrial_capital_output_ratio_2
,potential_jobs_service_sector,average_life_agricultural_inputs
,potential_jobs_service_sector,industrial_capital_output_ratio
,potential_jobs_service_sector,average_life_of_service_capital
,potential_jobs_service_sector,resource_technology_change_rate
,potential_jobs_service_sector,service_capital_output_ratio
,potential_jobs_service_sector,resource_use_fact_2
,potential_jobs_service_sector,resource_use_factor
,potential_jobs_service_sector,jobs_per_hectare
,potential_jobs_service_sector,inflation
,desired_completed_family_size,industrial_capital_output_ratio_mult_from_res_conserv_tech
,desired_completed_family_size,industrial_capital_output_ratio_mult_from_land_yield_tech
,desired_completed_family_size,industrial_capital_output_ratio_mult_from_pollution_tech
,desired_completed_family_size,fraction_of_industrial_output_alloc_to_consumption_const
,desired_completed_family_size,fraction_of_industrial_output_allocated_to_consumption
,desired_completed_family_size,persistent_pollution_technology_change_multiplier
,desired_completed_family_size,persistent_pollution_technology_change_rate
,desired_completed_family_size,resource_technology_change_rate_multiplier
,desired_completed_family_size,persistent_pollution_generation_factor_2
,desired_completed_family_size,persistent_pollution_generation_factor
,desired_completed_family_size,land_yield_multiplier_from_technology
,desired_completed_family_size,average_life_of_industrial_capital
,desired_completed_family_size,land_yield_technology_change_rate
,desired_completed_family_size,industrial_capital_output_ratio_2
,desired_completed_family_size,average_life_agricultural_inputs
,desired_completed_family_size,industrial_capital_output_ratio
,desired_completed_family_size,average_life_of_service_capital
,desired_completed_family_size,resource_technology_change_rate
,desired_completed_family_size,service_capital_output_ratio
,desired_completed_family_size,resource_use_fact_2
,desired_completed_family_size,resource_use_factor
,desired_completed_family_size,jobs_per_hectare
,desired_completed_family_size,inflation
,lifetime_multiplier_from_food,industrial_capital_output_ratio_mult_from_res_conserv_tech
,lifetime_multiplier_from_food,industrial_capital_output_ratio_mult_from_land_yield_tech
,lifetime_multiplier_from_food,industrial_capital_output_ratio_mult_from_pollution_tech
,lifetime_multiplier_from_food,fraction_of_industrial_output_alloc_to_consumption_const
,lifetime_multiplier_from_food,fraction_of_industrial_output_allocated_to_consumption
,lifetime_multiplier_from_food,persistent_pollution_technology_change_multiplier
,lifetime_multiplier_from_food,persistent_pollution_technology_change_rate
,lifetime_multiplier_from_food,resource_technology_change_rate_multiplier
,lifetime_multiplier_from_food,persistent_pollution_generation_factor_2
,lifetime_multiplier_from_food,persistent_pollution_generation_factor
,lifetime_multiplier_from_food,land_yield_multiplier_from_technology
,lifetime_multiplier_from_food,average_life_of_industrial_capital
,lifetime_multiplier_from_food,land_yield_technology_change_rate
,lifetime_multiplier_from_food,industrial_capital_output_ratio_2
,lifetime_multiplier_from_food,average_life_agricultural_inputs
,lifetime_multiplier_from_food,industrial_capital_output_ratio
,lifetime_multiplier_from_food,average_life_of_service_capital
,lifetime_multiplier_from_food,resource_technology_change_rate
,lifetime_multiplier_from_food,service_capital_output_ratio
,lifetime_multiplier_from_food,resource_use_fact_2
,lifetime_multiplier_from_food,resource_use_factor
,lifetime_multiplier_from_food,jobs_per_hectare
,lifetime_multiplier_from_food,inflation
,development_cost_per_hectare,industrial_capital_output_ratio_mult_from_res_conserv_tech
,development_cost_per_hectare,industrial_capital_output_ratio_mult_from_land_yield_tech
,development_cost_per_hectare,industrial_capital_output_ratio_mult_from_pollution_tech
,development_cost_per_hectare,fraction_of_industrial_output_alloc_to_consumption_const
,development_cost_per_hectare,fraction_of_industrial_output_allocated_to_consumption
,development_cost_per_hectare,persistent_pollution_technology_change_multiplier
,development_cost_per_hectare,persistent_pollution_technology_change_rate
,development_cost_per_hectare,resource_technology_change_rate_multiplier
,development_cost_per_hectare,persistent_pollution_generation_factor_2
,development_cost_per_hectare,persistent_pollution_generation_factor
,development_cost_per_hectare,land_yield_multiplier_from_technology
,development_cost_per_hectare,average_life_of_industrial_capital
,development_cost_per_hectare,land_yield_technology_change_rate
,development_cost_per_hectare,industrial_capital_output_ratio_2
,development_cost_per_hectare,average_life_agricultural_inputs
,development_cost_per_hectare,industrial_capital_output_ratio
,development_cost_per_hectare,average_life_of_service_capital
,development_cost_per_hectare,resource_technology_change_rate
,development_cost_per_hectare,service_capital_output_ratio
,development_cost_per_hectare,resource_use_fact_2
,development_cost_per_hectare,resource_use_factor
,development_cost_per_hectare,jobs_per_hectare
,development_cost_per_hectare,inflation
,industrial_output_per_capita,industrial_capital_output_ratio_mult_from_res_conserv_tech
,industrial_output_per_capita,industrial_capital_output_ratio_mult_from_land_yield_tech
,industrial_output_per_capita,industrial_capital_output_ratio_mult_from_pollution_tech
,industrial_output_per_capita,fraction_of_industrial_output_alloc_to_consumption_const
,industrial_output_per_capita,fraction_of_industrial_output_allocated_to_consumption
,industrial_output_per_capita,persistent_pollution_technology_change_multiplier
,industrial_output_per_capita,persistent_pollution_technology_change_rate
,industrial_output_per_capita,resource_technology_change_rate_multiplier
,industrial_output_per_capita,persistent_pollution_generation_factor_2
,industrial_output_per_capita,persistent_pollution_generation_factor
,industrial_output_per_capita,land_yield_multiplier_from_technology
,industrial_output_per_capita,average_life_of_industrial_capital
,industrial_output_per_capita,land_yield_technology_change_rate
,industrial_output_per_capita,industrial_capital_output_ratio_2
,industrial_output_per_capita,average_life_agricultural_inputs
,industrial_output_per_capita,industrial_capital_output_ratio
,industrial_output_per_capita,average_life_of_service_capital
,industrial_output_per_capita,resource_technology_change_rate
,industrial_output_per_capita,service_capital_output_ratio
,industrial_output_per_capita,resource_use_fact_2
,industrial_output_per_capita,resource_use_factor
,industrial_output_per_capita,jobs_per_hectare
,industrial_output_per_capita,inflation
,service_capital_output_ratio,industrial_capital_output_ratio_mult_from_res_conserv_tech
,service_capital_output_ratio,industrial_capital_output_ratio_mult_from_land_yield_tech
,service_capital_output_ratio,industrial_capital_output_ratio_mult_from_pollution_tech
,service_capital_output_ratio,fraction_of_industrial_output_alloc_to_consumption_const
,service_capital_output_ratio,fraction_of_industrial_output_allocated_to_consumption
,service_capital_output_ratio,persistent_pollution_technology_change_multiplier
,service_capital_output_ratio,persistent_pollution_technology_change_rate
,service_capital_output_ratio,resource_technology_change_rate_multiplier
,service_capital_output_ratio,persistent_pollution_generation_factor_2
,service_capital_output_ratio,persistent_pollution_generation_factor
,service_capital_output_ratio,land_yield_multiplier_from_technology
,service_capital_output_ratio,average_life_of_industrial_capital
,service_capital_output_ratio,land_yield_technology_change_rate
,service_capital_output_ratio,industrial_capital_output_ratio_2
,service_capital_output_ratio,average_life_agricultural_inputs
,service_capital_output_ratio,industrial_capital_output_ratio
,service_capital_output_ratio,average_life_of_service_capital
,service_capital_output_ratio,resource_technology_change_rate
,service_capital_output_ratio,resource_use_fact_2
,service_capital_output_ratio,resource_use_factor
,service_capital_output_ratio,jobs_per_hectare
,service_capital_output_ratio,inflation
,service_capital_depreciation,industrial_capital_output_ratio_mult_from_res_conserv_tech
,service_capital_depreciation,industrial_capital_output_ratio_mult_from_land_yield_tech
,service_capital_depreciation,industrial_capital_output_ratio_mult_from_pollution_tech
,service_capital_depreciation,fraction_of_industrial_output_alloc_to_consumption_const
,service_capital_depreciation,fraction_of_industrial_output_allocated_to_consumption
,service_capital_depreciation,persistent_pollution_technology_change_multiplier
,service_capital_depreciation,persistent_pollution_technology_change_rate
,service_capital_depreciation,resource_technology_change_rate_multiplier
,service_capital_depreciation,persistent_pollution_generation_factor_2
,service_capital_depreciation,persistent_pollution_generation_factor
,service_capital_depreciation,land_yield_multiplier_from_technology
,service_capital_depreciation,average_life_of_industrial_capital
,service_capital_depreciation,land_yield_technology_change_rate
,service_capital_depreciation,industrial_capital_output_ratio_2
,service_capital_depreciation,average_life_agricultural_inputs
,service_capital_depreciation,industrial_capital_output_ratio
,service_capital_depreciation,average_life_of_service_capital
,service_capital_depreciation,resource_technology_change_rate
,service_capital_depreciation,service_capital_output_ratio
,service_capital_depreciation,resource_use_fact_2
,service_capital_depreciation,resource_use_factor
,service_capital_depreciation,jobs_per_hectare
,service_capital_depreciation,inflation
,fraction_of_population_urban,industrial_capital_output_ratio_mult_from_res_conserv_tech
,fraction_of_population_urban,industrial_capital_output_ratio_mult_from_land_yield_tech
,fraction_of_population_urban,industrial_capital_output_ratio_mult_from_pollution_tech
,fraction_of_population_urban,fraction_of_industrial_output_alloc_to_consumption_const
,fraction_of_population_urban,fraction_of_industrial_output_allocated_to_consumption
,fraction_of_population_urban,persistent_pollution_technology_change_multiplier
,fraction_of_population_urban,persistent_pollution_technology_change_rate
,fraction_of_population_urban,resource_technology_change_rate_multiplier
,fraction_of_population_urban,persistent_pollution_generation_factor_2
,fraction_of_population_urban,persistent_pollution_generation_factor
,fraction_of_population_urban,land_yield_multiplier_from_technology
,fraction_of_population_urban,average_life_of_industrial_capital
,fraction_of_population_urban,land_yield_technology_change_rate
,fraction_of_population_urban,industrial_capital_output_ratio_2
,fraction_of_population_urban,average_life_agricultural_inputs
,fraction_of_population_urban,industrial_capital_output_ratio
,fraction_of_population_urban,average_life_of_service_capital
,fraction_of_population_urban,resource_technology_change_rate
,fraction_of_population_urban,service_capital_output_ratio
,fraction_of_population_urban,resource_use_fact_2
,fraction_of_population_urban,resource_use_factor
,fraction_of_population_urban,jobs_per_hectare
,fraction_of_population_urban,inflation
,Arable_Land_in_Gigahectares,industrial_capital_output_ratio_mult_from_res_conserv_tech
,Arable_Land_in_Gigahectares,industrial_capital_output_ratio_mult_from_land_yield_tech
,Arable_Land_in_Gigahectares,industrial_capital_output_ratio_mult_from_pollution_tech
,Arable_Land_in_Gigahectares,fraction_of_industrial_output_alloc_to_consumption_const
,Arable_Land_in_Gigahectares,fraction_of_industrial_output_allocated_to_consumption
,Arable_Land_in_Gigahectares,persistent_pollution_technology_change_multiplier
,Arable_Land_in_Gigahectares,persistent_pollution_technology_change_rate
,Arable_Land_in_Gigahectares,resource_technology_change_rate_multiplier
,Arable_Land_in_Gigahectares,persistent_pollution_generation_factor_2
,Arable_Land_in_Gigahectares,persistent_pollution_generation_factor
,Arable_Land_in_Gigahectares,land_yield_multiplier_from_technology
,Arable_Land_in_Gigahectares,average_life_of_industrial_capital
,Arable_Land_in_Gigahectares,land_yield_technology_change_rate
,Arable_Land_in_Gigahectares,industrial_capital_output_ratio_2
,Arable_Land_in_Gigahectares,average_life_agricultural_inputs
,Arable_Land_in_Gigahectares,industrial_capital_output_ratio
,Arable_Land_in_Gigahectares,average_life_of_service_capital
,Arable_Land_in_Gigahectares,resource_technology_change_rate
,Arable_Land_in_Gigahectares,service_capital_output_ratio
,Arable_Land_in_Gigahectares,resource_use_fact_2
,Arable_Land_in_Gigahectares,resource_use_factor
,Arable_Land_in_Gigahectares,jobs_per_hectare
,Arable_Land_in_Gigahectares,inflation
,indicated_food_per_capita_1,industrial_capital_output_ratio_mult_from_res_conserv_tech
,indicated_food_per_capita_1,industrial_capital_output_ratio_mult_from_land_yield_tech
,indicated_food_per_capita_1,industrial_capital_output_ratio_mult_from_pollution_tech
,indicated_food_per_capita_1,fraction_of_industrial_output_alloc_to_consumption_const
,indicated_food_per_capita_1,fraction_of_industrial_output_allocated_to_consumption
,indicated_food_per_capita_1,persistent_pollution_technology_change_multiplier
,indicated_food_per_capita_1,persistent_pollution_technology_change_rate
,indicated_food_per_capita_1,resource_technology_change_rate_multiplier
,indicated_food_per_capita_1,persistent_pollution_generation_factor_2
,indicated_food_per_capita_1,persistent_pollution_generation_factor
,indicated_food_per_capita_1,land_yield_multiplier_from_technology
,indicated_food_per_capita_1,average_life_of_industrial_capital
,indicated_food_per_capita_1,land_yield_technology_change_rate
,indicated_food_per_capita_1,industrial_capital_output_ratio_2
,indicated_food_per_capita_1,average_life_agricultural_inputs
,indicated_food_per_capita_1,industrial_capital_output_ratio
,indicated_food_per_capita_1,average_life_of_service_capital
,indicated_food_per_capita_1,resource_technology_change_rate
,indicated_food_per_capita_1,service_capital_output_ratio
,indicated_food_per_capita_1,resource_use_fact_2
,indicated_food_per_capita_1,resource_use_factor
,indicated_food_per_capita_1,jobs_per_hectare
,indicated_food_per_capita_1,inflation
,indicated_food_per_capita_2,industrial_capital_output_ratio_mult_from_res_conserv_tech
,indicated_food_per_capita_2,industrial_capital_output_ratio_mult_from_land_yield_tech
,indicated_food_per_capita_2,industrial_capital_output_ratio_mult_from_pollution_tech
,indicated_food_per_capita_2,fraction_of_industrial_output_alloc_to_consumption_const
,indicated_food_per_capita_2,fraction_of_industrial_output_allocated_to_consumption
,indicated_food_per_capita_2,persistent_pollution_technology_change_multiplier
,indicated_food_per_capita_2,persistent_pollution_technology_change_rate
,indicated_food_per_capita_2,resource_technology_change_rate_multiplier
,indicated_food_per_capita_2,persistent_pollution_generation_factor_2
,indicated_food_per_capita_2,persistent_pollution_generation_factor
,indicated_food_per_capita_2,land_yield_multiplier_from_technology
,indicated_food_per_capita_2,average_life_of_industrial_capital
,indicated_food_per_capita_2,land_yield_technology_change_rate
,indicated_food_per_capita_2,industrial_capital_output_ratio_2
,indicated_food_per_capita_2,average_life_agricultural_inputs
,indicated_food_per_capita_2,industrial_capital_output_ratio
,indicated_food_per_capita_2,average_life_of_service_capital
,indicated_food_per_capita_2,resource_technology_change_rate
,indicated_food_per_capita_2,service_capital_output_ratio
,indicated_food_per_capita_2,resource_use_fact_2
,indicated_food_per_capita_2,resource_use_factor
,indicated_food_per_capita_2,jobs_per_hectare
,indicated_food_per_capita_2,inflation
,current_agricultural_inputs,industrial_capital_output_ratio_mult_from_res_conserv_tech
,current_agricultural_inputs,industrial_capital_output_ratio_mult_from_land_yield_tech
,current_agricultural_inputs,industrial_capital_output_ratio_mult_from_pollution_tech
,current_agricultural_inputs,fraction_of_industrial_output_alloc_to_consumption_const
,current_agricultural_inputs,fraction_of_industrial_output_allocated_to_consumption
,current_agricultural_inputs,persistent_pollution_technology_change_multiplier
,current_agricultural_inputs,persistent_pollution_technology_change_rate
,current_agricultural_inputs,resource_technology_change_rate_multiplier
,current_agricultural_inputs,persistent_pollution_generation_factor_2
,current_agricultural_inputs,persistent_pollution_generation_factor
,current_agricultural_inputs,land_yield_multiplier_from_technology
,current_agricultural_inputs,average_life_of_industrial_capital
,current_agricultural_inputs,land_yield_technology_change_rate
,current_agricultural_inputs,industrial_capital_output_ratio_2
,current_agricultural_inputs,average_life_agricultural_inputs
,current_agricultural_inputs,industrial_capital_output_ratio
,current_agricultural_inputs,average_life_of_service_capital
,current_agricultural_inputs,resource_technology_change_rate
,current_agricultural_inputs,service_capital_output_ratio
,current_agricultural_inputs,resource_use_fact_2
,current_agricultural_inputs,resource_use_factor
,current_agricultural_inputs,jobs_per_hectare
,current_agricultural_inputs,inflation
,land_fertility_regeneration,industrial_capital_output_ratio_mult_from_res_conserv_tech
,land_fertility_regeneration,industrial_capital_output_ratio_mult_from_land_yield_tech
,land_fertility_regeneration,industrial_capital_output_ratio_mult_from_pollution_tech
,land_fertility_regeneration,fraction_of_industrial_output_alloc_to_consumption_const
,land_fertility_regeneration,fraction_of_industrial_output_allocated_to_consumption
,land_fertility_regeneration,persistent_pollution_technology_change_multiplier
,land_fertility_regeneration,persistent_pollution_technology_change_rate
,land_fertility_regeneration,resource_technology_change_rate_multiplier
,land_fertility_regeneration,persistent_pollution_generation_factor_2
,land_fertility_regeneration,persistent_pollution_generation_factor
,land_fertility_regeneration,land_yield_multiplier_from_technology
,land_fertility_regeneration,average_life_of_industrial_capital
,land_fertility_regeneration,land_yield_technology_change_rate
,land_fertility_regeneration,industrial_capital_output_ratio_2
,land_fertility_regeneration,average_life_agricultural_inputs
,land_fertility_regeneration,industrial_capital_output_ratio
,land_fertility_regeneration,average_life_of_service_capital
,land_fertility_regeneration,resource_technology_change_rate
,land_fertility_regeneration,service_capital_output_ratio
,land_fertility_regeneration,resource_use_fact_2
,land_fertility_regeneration,resource_use_factor
,land_fertility_regeneration,jobs_per_hectare
,land_fertility_regeneration,inflation
,land_fertility_degredation,industrial_capital_output_ratio_mult_from_res_conserv_tech
,land_fertility_degredation,industrial_capital_output_ratio_mult_from_land_yield_tech
,land_fertility_degredation,industrial_capital_output_ratio_mult_from_pollution_tech
,land_fertility_degredation,fraction_of_industrial_output_alloc_to_consumption_const
,land_fertility_degredation,fraction_of_industrial_output_allocated_to_consumption
,land_fertility_degredation,persistent_pollution_technology_change_multiplier
,land_fertility_degredation,persistent_pollution_technology_change_rate
,land_fertility_degredation,resource_technology_change_rate_multiplier
,land_fertility_degredation,persistent_pollution_generation_factor_2
,land_fertility_degredation,persistent_pollution_generation_factor
,land_fertility_degredation,land_yield_multiplier_from_technology
,land_fertility_degredation,average_life_of_industrial_capital
,land_fertility_degredation,land_yield_technology_change_rate
,land_fertility_degredation,industrial_capital_output_ratio_2
,land_fertility_degredation,average_life_agricultural_inputs
,land_fertility_degredation,industrial_capital_output_ratio
,land_fertility_degredation,average_life_of_service_capital
,land_fertility_degredation,resource_technology_change_rate
,land_fertility_degredation,service_capital_output_ratio
,land_fertility_degredation,resource_use_fact_2
,land_fertility_degredation,resource_use_factor
,land_fertility_degredation,jobs_per_hectare
,land_fertility_degredation,inflation
,labor_utilization_fraction,industrial_capital_output_ratio_mult_from_res_conserv_tech
,labor_utilization_fraction,industrial_capital_output_ratio_mult_from_land_yield_tech
,labor_utilization_fraction,industrial_capital_output_ratio_mult_from_pollution_tech
,labor_utilization_fraction,fraction_of_industrial_output_alloc_to_consumption_const
,labor_utilization_fraction,fraction_of_industrial_output_allocated_to_consumption
,labor_utilization_fraction,persistent_pollution_technology_change_multiplier
,labor_utilization_fraction,persistent_pollution_technology_change_rate
,labor_utilization_fraction,resource_technology_change_rate_multiplier
,labor_utilization_fraction,persistent_pollution_generation_factor_2
,labor_utilization_fraction,persistent_pollution_generation_factor
,labor_utilization_fraction,land_yield_multiplier_from_technology
,labor_utilization_fraction,average_life_of_industrial_capital
,labor_utilization_fraction,land_yield_technology_change_rate
,labor_utilization_fraction,industrial_capital_output_ratio_2
,labor_utilization_fraction,average_life_agricultural_inputs
,labor_utilization_fraction,industrial_capital_output_ratio
,labor_utilization_fraction,average_life_of_service_capital
,labor_utilization_fraction,resource_technology_change_rate
,labor_utilization_fraction,service_capital_output_ratio
,labor_utilization_fraction,resource_use_fact_2
,labor_utilization_fraction,resource_use_factor
,labor_utilization_fraction,jobs_per_hectare
,labor_utilization_fraction,inflation
,service_capital_investment,industrial_capital_output_ratio_mult_from_res_conserv_tech
,service_capital_investment,industrial_capital_output_ratio_mult_from_land_yield_tech
,service_capital_investment,industrial_capital_output_ratio_mult_from_pollution_tech
,service_capital_investment,fraction_of_industrial_output_alloc_to_consumption_const
,service_capital_investment,fraction_of_industrial_output_allocated_to_consumption
,service_capital_investment,persistent_pollution_technology_change_multiplier
,service_capital_investment,persistent_pollution_technology_change_rate
,service_capital_investment,resource_technology_change_rate_multiplier
,service_capital_investment,persistent_pollution_generation_factor_2
,service_capital_investment,persistent_pollution_generation_factor
,service_capital_investment,land_yield_multiplier_from_technology
,service_capital_investment,average_life_of_industrial_capital
,service_capital_investment,land_yield_technology_change_rate
,service_capital_investment,industrial_capital_output_ratio_2
,service_capital_investment,average_life_agricultural_inputs
,service_capital_investment,industrial_capital_output_ratio
,service_capital_investment,average_life_of_service_capital
,service_capital_investment,resource_technology_change_rate
,service_capital_investment,service_capital_output_ratio
,service_capital_investment,resource_use_fact_2
,service_capital_investment,resource_use_factor
,service_capital_investment,jobs_per_hectare
,service_capital_investment,inflation
,persistent_pollution_index,industrial_capital_output_ratio_mult_from_res_conserv_tech
,persistent_pollution_index,industrial_capital_output_ratio_mult_from_land_yield_tech
,persistent_pollution_index,industrial_capital_output_ratio_mult_from_pollution_tech
,persistent_pollution_index,fraction_of_industrial_output_alloc_to_consumption_const
,persistent_pollution_index,fraction_of_industrial_output_allocated_to_consumption
,persistent_pollution_index,persistent_pollution_technology_change_multiplier
,persistent_pollution_index,persistent_pollution_technology_change_rate
,persistent_pollution_index,resource_technology_change_rate_multiplier
,persistent_pollution_index,persistent_pollution_generation_factor_2
,persistent_pollution_index,persistent_pollution_generation_factor
,persistent_pollution_index,land_yield_multiplier_from_technology
,persistent_pollution_index,average_life_of_industrial_capital
,persistent_pollution_index,land_yield_technology_change_rate
,persistent_pollution_index,industrial_capital_output_ratio_2
,persistent_pollution_index,average_life_agricultural_inputs
,persistent_pollution_index,industrial_capital_output_ratio
,persistent_pollution_index,average_life_of_service_capital
,persistent_pollution_index,resource_technology_change_rate
,persistent_pollution_index,service_capital_output_ratio
,persistent_pollution_index,resource_use_fact_2
,persistent_pollution_index,resource_use_factor
,persistent_pollution_index,jobs_per_hectare
,persistent_pollution_index,inflation
,need_for_fertility_control,industrial_capital_output_ratio_mult_from_res_conserv_tech
,need_for_fertility_control,industrial_capital_output_ratio_mult_from_land_yield_tech
,need_for_fertility_control,industrial_capital_output_ratio_mult_from_pollution_tech
,need_for_fertility_control,fraction_of_industrial_output_alloc_to_consumption_const
,need_for_fertility_control,fraction_of_industrial_output_allocated_to_consumption
,need_for_fertility_control,persistent_pollution_technology_change_multiplier
,need_for_fertility_control,persistent_pollution_technology_change_rate
,need_for_fertility_control,resource_technology_change_rate_multiplier
,need_for_fertility_control,persistent_pollution_generation_factor_2
,need_for_fertility_control,persistent_pollution_generation_factor
,need_for_fertility_control,land_yield_multiplier_from_technology
,need_for_fertility_control,average_life_of_industrial_capital
,need_for_fertility_control,land_yield_technology_change_rate
,need_for_fertility_control,industrial_capital_output_ratio_2
,need_for_fertility_control,average_life_agricultural_inputs
,need_for_fertility_control,industrial_capital_output_ratio
,need_for_fertility_control,average_life_of_service_capital
,need_for_fertility_control,resource_technology_change_rate
,need_for_fertility_control,service_capital_output_ratio
,need_for_fertility_control,resource_use_fact_2
,need_for_fertility_control,resource_use_factor
,need_for_fertility_control,jobs_per_hectare
,need_for_fertility_control,inflation
,health_services_per_capita,industrial_capital_output_ratio_mult_from_res_conserv_tech
,health_services_per_capita,industrial_capital_output_ratio_mult_from_land_yield_tech
,health_services_per_capita,industrial_capital_output_ratio_mult_from_pollution_tech
,health_services_per_capita,fraction_of_industrial_output_alloc_to_consumption_const
,health_services_per_capita,fraction_of_industrial_output_allocated_to_consumption
,health_services_per_capita,persistent_pollution_technology_change_multiplier
,health_services_per_capita,persistent_pollution_technology_change_rate
,health_services_per_capita,resource_technology_change_rate_multiplier
,health_services_per_capita,persistent_pollution_generation_factor_2
,health_services_per_capita,persistent_pollution_generation_factor
,health_services_per_capita,land_yield_multiplier_from_technology
,health_services_per_capita,average_life_of_industrial_capital
,health_services_per_capita,land_yield_technology_change_rate
,health_services_per_capita,industrial_capital_output_ratio_2
,health_services_per_capita,average_life_agricultural_inputs
,health_services_per_capita,industrial_capital_output_ratio
,health_services_per_capita,average_life_of_service_capital
,health_services_per_capita,resource_technology_change_rate
,health_services_per_capita,service_capital_output_ratio
,health_services_per_capita,resource_use_fact_2
,health_services_per_capita,resource_use_factor
,health_services_per_capita,jobs_per_hectare
,health_services_per_capita,inflation
,indicated_food_per_capita,industrial_capital_output_ratio_mult_from_res_conserv_tech
,indicated_food_per_capita,industrial_capital_output_ratio_mult_from_land_yield_tech
,indicated_food_per_capita,industrial_capital_output_ratio_mult_from_pollution_tech
,indicated_food_per_capita,fraction_of_industrial_output_alloc_to_consumption_const
,indicated_food_per_capita,fraction_of_industrial_output_allocated_to_consumption
,indicated_food_per_capita,persistent_pollution_technology_change_multiplier
